序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
1033,臺南市中西區,西湖里,湖美街60巷31號,120.1808,23.0016,臺南市中西區西湖社區活動中心,西湖里、西賢里,260,水災,陳中海,931912566,是,否,是
1040,高雄市內門區,金竹里,吉民53號,120.5074,23.0033,金竹社區活動中心,溝坪里、金竹里,120,"水災,震災,土石流,海嘯",林熾杉,6601992,是,否,是
1046,高雄市六龜區,興龍里,土龍74號,120.6482,23.0051,興龍社區活動中心,興龍里,50,"水災,震災,土石流,海嘯",興龍里長張榮華,6893923、0926393713,是,否,是
1057,臺南市新化區,大坑里,大坑尾182號,120.3849,23.009,臺南市新化區大坑里活動中心,大坑里,80,水災,黃永源里長,930858857,是,否,是
1059,高雄市內門區,金竹里,吉民28號,120.514514,23.009137,高雄市內門區金竹國民小學,金竹里,20,水災,龐偉華,6601106-30,是,否,否
1060,臺東縣關山鎮,電光里,3鄰中興85號,121.1652,23.0093,電光活動中心,電光里,50,"水災,震災",里長 潘寶瑩,89951472,是,是,否
1066,臺東縣關山鎮,月眉里,盛豐路1號,121.1425,23.0126,關山鎮月眉國民小學,月眉里,40,"水災,震災,土石流",總務主任 陳慶榕,89811074,是,是,否
1073,臺東縣關山鎮,月眉里,中和7之3號,121.1516,23.0159,月眉活動中心,月眉里,50,"水災,震災,土石流",里長 鄒秀清,89812872,是,是,否
1100,高雄市六龜區,新發里,和平路130號,120.662467,23.031783,高雄市六龜區新發國民小學,新發里,354,"水災,土石流",畢家偉,6791387#40,否,否,否
1101,高雄市六龜區,新發里,和平路115之1號,120.6633,23.032,新發社區活動中心,新發里第一開設順位,100,"水災,震災,土石流,海嘯",新發里長劉俊麟,6791413、0963114332,是,否,是
1117,臺東縣關山鎮,里?里,崁頂46之1號,121.161,23.0392,里?活動中心,里?里,100,"水災,震災",里長 潘顯堂,89811229,是,是,否
1131,臺東縣關山鎮,新福里,溪埔34之1號,121.1722,23.0461,新福活動中心,新福里,50,"水災,震災",里長 白光輝,89811777,是,是,否
1133,臺東縣關山鎮,中福里,中華路68號2樓,121.1636,23.0491,中福活動中心,中福里,100,"水災,震災",里長 黃昭仁,89811579,是,否,否
1135,高雄市甲仙區,寶隆里,光華路20號,120.555507,23.049345,高雄市甲仙區寶隆國民小學（備用）,寶隆里,150,,校長梁一成、總務主任林逸誠,675299810、675299831,是,否,是
1139,臺東縣關山鎮,豐泉里,中華路101號,121.1634,23.0506,關山鎮關山國民小學,豐泉里里?里,500,"水災,震災",事務組長 劉香君,89811012,是,是,是
1142,臺東縣關山鎮,豐泉里,忠孝路18巷2號2樓,121.1536,23.0533,豐泉活動中心,豐泉里里?里,50,"水災,震災",里長 黃綱榮,89811858,是,是,否
1171,臺東縣關山鎮,德高里,8鄰永豐105之1號,121.1776,23.0748,德高活動中心,德高里,100,"水災,震災,土石流",里長 莊贄平,89931111,是,是,否
1179,高雄市甲仙區,大田里,新興路49-1號,120.5823,23.078,大田老人活動中心（備用）,大田里,100,,理事長林秀美、社區總幹事張琪,921233279,是,否,是
1187,高雄市甲仙區,東安里,文化南路6號,120.592022,23.080974,高雄市立甲仙國民中學（備用）,東安里,270,水災,校長鍾文杰、總務主任劉勇君,675101810、 675101840,是,否,是
1189,高雄市甲仙區,西安里,文化路45號,120.588891,23.081444,高雄市甲仙區甲仙國民小學備用,西安里,521,"水災,震災,土石流",校長陳姚如、總務主任張淑女,6751025111、6751025140,否,否,否
1193,高雄市甲仙區,和安里,中山路56號,120.5875,23.084,甲仙和安社區活動中心備用,和安里,80,,理事長李新福、總幹事呂文豪,937645339,是,否,是
1232,高雄市桃源區,建山里,建山巷86號,120.684,23.1067,建山社區活動中心,建山里,120,"水災,海嘯",里長金阿美/里幹事謝巧孟,0938317097/0919397714,是,否,是
1236,高雄市六龜區,寶來里,中正路89號,120.700921,23.108831,高雄市六龜區寶來國民小學,寶來里,257,"水災,土石流",魏滋鋒,6881009#40,否,否,否
1237,高雄市六龜區,寶來里,中正路137號,120.703635,23.109359,高雄市立寶來國民中學,寶來里,244,"水災,震災,土石流",陳嘉玲,6881258#31,否,否,否
1240,高雄市甲仙區,關山里,中興路17號,120.6054,23.1126,關山社區活動中心,關山里,80,,理事長劉國寶、總幹事柯文賢,932971316,是,否,是
1250,臺南市大內區,大內里,大內63號,120.3613,23.1186,臺南市大內區大內國小,大內里、內江里、內郭里、石城里、石林里、石湖里,230,"水災,震災",呂麗蓉,928619583,是,是,是
1254,臺東縣池上鄉,大埔村,大埔14號,121.215,23.1209,大埔村辦公處,大埔村,100,"水災,土石流",村長鍾健考,89862893,是,否,否
1277,臺東縣池上鄉,福原村,中華路17號,121.2149,23.1253,臺東縣池上鄉福原國民小學,新興村、福原村、慶豐村、大坡村、福文村、大埔村,300,"水災,震災,土石流",校長毛慧莉,862017,是,是,否
1286,高雄市桃源區,高中里,興中巷44號,120.719,23.1286,高中社區活動中心,高中里,80,"水災,海嘯",里長余金鐘/里幹事謝巧孟,0919892255/0981248529,是,否,是
1287,高雄市桃源區,高中里,興中巷44號,120.719,23.1286,高雄市桃源區興中國民小學,高中里,250,"水災,海嘯",里長余金鐘/里幹事謝巧孟,0919064347/0981248529,是,否,是
1311,高雄市甲仙區,小林里,五里路24-2號,120.63203,23.148576,高雄市甲仙區小林國民小學備用,小林里,370,"水災,震災",校長方文慧、總務主任趙璿皓,6761065100、6761065400,否,否,否
1314,高雄市甲仙區,小林里,西拉雅路2巷1號,120.6356,23.1503,小林社區活動中心備用,小林里,0,,理事長劉秋田、總幹事劉榮顯,6761455,是,否,是
1326,臺東縣成功鎮,忠孝里,"成廣路7號No.7, Chengguang Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.400891,23.157523,小港活動中心 Siao-Gang Community Center,忠孝里,20,"水災,土石流",林永勝,8985100436,否,否,否
1334,臺南市佳里區,忠仁里,佳東路327巷20號,120.1826,23.1616,臺南市佳里區六里活動中心,全區,400,"水災,震災",莊辰翊,921286689,是,是,是
1349,臺南市楠西區,楠西里,四維路69號,120.484764,23.174264,臺南市楠西區楠西國小,全區、東山區南勢里,690,"水災,震災,土石流",李勝建主任、宋秉璋,5751062,是,是,是
1378,臺東縣成功鎮,博愛里,"重安路56號No.56, Chongan Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.395353,23.192472,基督長老教會The Presbyterian Church（博愛教會 Bo-ai Church）,博愛里,50,"水災,土石流",林牧師,918666048,否,否,否
1413,高雄市那瑪夏區,南沙魯里,鞍山巷81號,120.6927,23.2173,民族平台避難屋,為臨時避難屋，收容南沙魯里,180,"水災,震災,土石流,海嘯",南沙魯里長張輝政,935815770,是,否,是
1416,高雄市桃源區,復興里,愛玉路29號,120.8046,23.218,台灣基督長老教會南布中會復興教會,復興里,60,"水災,海嘯",張碩廷,6866083,是,否,是
1420,高雄市桃源區,復興里,復興巷33號,120.8062,23.2187,財團法人基督復臨安息日教會台灣區復興教會,復興里,60,"水災,海嘯",朱小山,6866295,是,否,是
1441,臺南市學甲區,仁得里,建國路37-7號,120.181455,23.229895,學甲區綜合體育館,大灣里、三慶里,250,水災,吳桂芬,7832100#103,是,否,是
1460,高雄市桃源區,拉芙蘭里,南橫公路5段108號,120.8116,23.239,拉芙蘭里活動中心,拉芙蘭里,70,"水災,海嘯",里長高秀雄/里幹事李建和,0928134763/0987852551,是,否,是
1470,高雄市那瑪夏區,瑪雅里,平和巷220號,120.7021,23.2478,高雄市那瑪夏區民權國民小學,瑪雅里,300,"水災,震災,土石流",瑪雅里長蔡運福,937492360,是,否,是
1483,高雄市桃源區,梅山里,梅山35之8號,120.8248,23.2658,馬舒霍爾文化聚會所,梅山里,200,"水災,震災,土石流,海嘯",里長呂江玉英/里幹事李建和,0925517693/0987852551,是,否,是
1490,嘉義市西區,劉厝里,劉厝131號,120.250364,23.274909,劉厝社區活動中心,劉厝里,30,,謝明祥,2366576,否,否,否
1504,高雄市那瑪夏區,達卡努瓦里,大光巷116號,120.7196,23.2796,大光教會,達卡努瓦里,300,"水災,震災,土石流,海嘯",里長許聖明,919154312,是,否,是
1508,嘉義市西區,大溪里,大溪厝路593附1號,120.241078,23.285036,大溪社區活動中心,大溪里,50,水災,王章哲,2850878,否,否,否
1539,嘉義縣義竹鄉,西過村,279號,120.2082,23.3064,過路國小-室外,東過、西過、官和、官順,300,震災,謝桐偉,3420104,否,是,否
1540,嘉義縣義竹鄉,官順村,356號,120.1817,23.3067,和順國小-室外,官和 官順,200,震災,張文良校長,3427394,否,是,否
1591,嘉義縣布袋鎮,新岑里,郭岑寮7號之26,120.171569,23.340872,新岑社區活動中心,新岑里,62,水災,蔡裕閔,911779708,是,否,否
1619,彰化縣二林鎮,西平里,莊敬街26號,120.366378,23.366378,西平社區活動中心,本里,18,"水災,土石流,海嘯",蘇國雄,48960778,否,否,否
1620,彰化縣二林鎮,香田里,儒林路10-1號,120.366378,23.366378,香田國小,香田里,60,"水災,震災,土石流,海嘯",陳麗梅,48967708,否,否,否
1621,彰化縣二林鎮,中西里,中三路1號,120.366378,23.366378,中西社區活動中心,本李,60,"水災,土石流,海嘯",洪正男,48967561,否,否,否
1622,彰化縣二林鎮,廣興里,廣興巷2-1號,120.366378,23.366378,廣興國小,廣興里,75,"水災,震災,土石流,海嘯",詹金水,48955009,否,否,否
1623,彰化縣二林鎮,北平里,明德街249號,120.366378,23.366378,老人文康活動中心,本李,303,"水災,土石流,海嘯",陳凱偉,48961008,否,否,否
1651,嘉義縣布袋鎮,見龍里,內田2號之4,120.1808,23.382,見龍社區活動中心,見龍里,55,水災,邱弘毓,921551168,是,否,否
1662,花蓮縣玉里鎮,觀音里,觀音9-1號,121.3573,23.3951,觀音社區活動中心,觀音里,0,"水災,土石流",李貴福,8851223,是,否,是
1671,嘉義縣阿里山鄉,里佳村,20鄰31號,120.720934,23.405245,達邦國小里佳分校室內,里佳村,10,"水災,震災",溫惠美,972343350,是,否,否
1683,嘉義縣中埔鄉,和興村,和興村33鄰和興路91號,120.5103,23.4129,和興國小圖書館-室內,和興國小,100,土石流,王姿?,2306717,是,否,否
1698,嘉義縣中埔鄉,中埔村,中埔村128號,120.522942,23.425153,中埔鄉公所,中埔鄉轄內,60,土石流,王佳惠,2533321101,是,否,否
1730,嘉義縣太保市,安仁里,信義二路1號,120.3404,23.4402,永慶高中[室外],安仁里,70,水災,朱俊佳庶務組長,928790668,是,否,否
1737,嘉義縣太保市,春珠里,1鄰8號,120.3299,23.4446,春珠社區活動中心,春珠里,70,水災,蔡雄卿,912750097,是,否,否
1742,嘉義縣番路鄉,觸口村,18鄰梅花七路3巷1號,120.582035,23.448022,逐鹿社區活動中心,觸口村,100,震災,楊尚鋒,972310037,是,否,是
1748,嘉義縣水上鄉,下寮村,3鄰鴿溪寮23號,120.413159,23.453319,鴿溪寮活動中心,下寮村,15,水災,村幹事 蔡宗治,978632516,是,否,否
1753,嘉義縣太保市,太保里,3鄰150號,120.3293,23.4548,福濟宮,太保市,80,震災,劉柏基,3711062,否,是,否
1754,嘉義縣太保市,太保里,36號,120.329264,23.454862,太保國中[室外],本市各里,600,,蕭信龍庶務組長,931560712,否,否,否
1755,嘉義縣太保市,田尾里,2鄰田尾15號,120.3316,23.455,田尾社區活動中心,田尾里,50,水災,陳西庚,939198263,是,否,否
1758,嘉義縣太保市,後潭里,294號,120.3443,23.4553,後潭社區發展協會,港尾里,50,水災,陳愛蘭,912185219,是,否,否
1759,嘉義縣水上鄉,寬士村,崎仔頭736之1號,120.4291,23.4555,奉天宮濟公廟,寬士村,180,水災,賴銘銓先生,932838206,是,否,否
1772,嘉義縣太保市,安仁里,5鄰頂港子墘10之1號,120.3332,23.4603,安仁社區活動中心,安仁里,30,水災,陳西庚,911326486,是,否,否
1787,嘉義縣番路鄉,下坑村,菜公店91號,120.553073,23.46411,民和國民小學-室內,下坑村,80,土石流,張維琴,2592188,是,否,否
1794,嘉義縣太保市,東勢里,8鄰東勢寮82號,120.3038,23.4658,東勢社區活動中心,東勢里,30,水災,龔四川,937307166,是,否,否
1813,嘉義市西區,港坪里,育人路165巷48號,120.41697,23.47179,港坪社區活動中心,港坪里,30,,李茂山,2359011,否,否,否
1823,嘉義縣竹崎鄉,龍山村,水道頭70號,120.586,23.4735,龍山國小[室內],龍山村,70,,郭鎮寧,2612843＃13,否,否,否
1824,嘉義縣竹崎鄉,龍山村,水道頭70號,120.586,23.4735,龍山國小[戶外],龍山村,800,震災,郭鎮寧,2612843＃13,否,是,否
1825,嘉義市西區,頭港里,育人路611號,120.4068,23.47354,何庄社區活動中心,頭港里,30,水災,高文仁,2359936,否,否,否
1826,臺東縣卑南鄉,賓朗村,賓朗村18鄰賓朗路474巷3號,121.027413,23.47397,賓朗村活動中心,賓朗村,50,,李啟源,89222054,否,否,否
1827,嘉義市西區,永和里,康樂街259號,120.44037,23.47406,永和里集會所,永和里,30,水災,蔡宗坤,2239313,是,否,否
1828,嘉義縣太保市,港尾里,1鄰9號,120.3747,23.4745,港尾社區活動中心,港尾里,100,水災,詹進恭,983231667,是,否,否
1861,嘉義縣太保市,埤鄉里,5鄰埤麻腳77號,120.3872,23.4873,埤鄉社區活動中心,埤鄉里,80,水災,郭金得,938037358,是,否,否
1869,嘉義市西區,新厝里,龍江街87號,120.440796,23.490995,新厝社區活動中心,新厝里,35,水災,柯靜宜,2815556,是,否,否
1875,嘉義市西區,下埤里,頂埤57號,120.41256,23.49248,下埤社區活動中心,下埤里,35,,林淑珍,2601326,否,否,否
1889,嘉義縣太保市,梅埔里,10鄰梅子厝71-1號,120.3867,23.4952,春梅社區活動中心,後潭里,30,震災,官進財,910754374,否,是,否
1890,嘉義縣太保市,太保里,31號,120.3867,23.4952,太保國小[室內],太保里,180,震災,江連君,3711015,否,是,否
1897,嘉義縣竹崎鄉,沙坑村,8鄰水坑57之2號,120.5344,23.4988,沙坑國小[戶外],沙坑村,200,土石流,翁瑞隆,2611244,是,否,否
1899,嘉義縣太保市,南新里,4鄰仁愛路25號,120.3857,23.4992,水牛厝社區活動中心,南新里,100,水災,徐盛林,934335520,是,否,否
1900,嘉義縣太保市,過溝里,4鄰過溝36-5號,120.3599,23.4996,過溝社區活動中心,過溝里,70,水災,陳麗絲,929359632,是,否,否
1904,嘉義縣太保市,麻寮里,13鄰中山路二段250號,120.3682,23.4999,麻寮古恩宮集會所,麻寮里,70,水災,朱崑雄,2379795,是,否,否
1925,嘉義縣新港鄉,南港村,南港5鄰58號,120.3363,23.51,水仙宮室內,南港,400,水災,林明記,7811751,是,否,否
1930,嘉義縣民雄鄉,金興村,頭橋1200號,120.4372,23.5142,金興村辦公處暨社區活動中心,金興村,100,,藺超雄,2201420,是,否,否
1932,嘉義縣新港鄉,安和村,安和46號,120.3129,23.5147,安和國小室內,安和村,48,水災,林清池,3772940,是,否,否
1933,嘉義縣新港鄉,安和村,46號,120.3129,23.5147,安和國小室外,安和村,100,震災,林清池,3772940,否,是,否
1942,嘉義縣新港鄉,月眉村,月眉123號,120.3517,23.5202,月眉國小室內,月潭、中洋、三間、月眉,500,水災,陳志峰,3772059,是,否,否
1943,嘉義縣新港鄉,月眉村,月眉124號,120.3517,23.5202,月眉國小室外,月潭、中洋、三間、月眉,1229,震災,陳志峰,3772059,否,是,否
1947,嘉義縣竹崎鄉,光華村,光華村5鄰27之1號,120.5544,23.5214,光華社區活動中心,光華村,40,震災,鄭順池,2561117,否,是,否
1952,嘉義縣竹崎鄉,灣橋村,灣橋村16鄰灣橋172號,120.5064,23.5242,灣橋社區活動中心,灣橋村,60,土石流,戴嘉宏,989898623,是,否,否
